work_year,experience_level,employment_type,job_title,salary,remote_ratio,company_location,company_size
2020,MI,FT,Data Scientist,55000,50,LU,S
2020,MI,FT,Data Scientist,37000,50,FR,S
2021,EN,FT,Research Scientist,60000,50,GB,L
2021,EX,FT,BI Data Analyst,150000,100,US,L
2021,EX,FT,Head of Data,235000,100,US,L
2021,SE,FT,Data Scientist,45000,50,FR,L
2021,MI,FT,BI Data Analyst,100000,100,US,M
2021,MI,PT,3D Computer Vision Researcher,400000,50,IN,M
2021,MI,CT,ML Engineer,270000,100,US,L
2021,EN,FT,Data Analyst,80000,100,US,M
2021,SE,FT,Data Analytics Engineer,67000,100,DE,L
2021,MI,FT,Data Engineer,140000,100,US,L
2021,MI,FT,Applied Data Scientist,68000,50,CA,L
2021,MI,FT,Machine Learning Engineer,40000,100,ES,S
2021,EX,FT,Director of Data Science,130000,100,PL,L
2021,MI,FT,Data Engineer,110000,100,PL,L
2021,EN,FT,Data Analyst,50000,50,FR,M
2021,MI,FT,Data Analytics Engineer,110000,100,US,L
2021,SE,FT,Lead Data Analyst,170000,100,US,L
2021,SE,FT,Data Analyst,80000,100,US,S
2021,SE,FT,Marketing Data Analyst,75000,100,DK,L
2021,EN,FT,Data Science Consultant,65000,100,DE,S
2021,MI,FT,Lead Data Analyst,1450000,100,IN,L
2021,SE,FT,Lead Data Engineer,276000,0,US,L
2021,EN,FT,Data Scientist,2200000,50,IN,L
2021,MI,FT,Cloud Data Engineer,120000,50,SG,L
2021,EN,PT,AI Scientist,12000,100,US,S
2021,MI,FT,Financial Data Analyst,450000,100,US,L
2021,EN,FT,Computer Vision Software Engineer,70000,100,US,M
2021,MI,FT,Computer Vision Software Engineer,81000,100,US,S
2021,MI,FT,Data Analyst,75000,0,US,L
2021,SE,FT,Data Engineer,150000,100,US,L
2021,MI,FT,BI Data Analyst,11000000,50,US,L
2021,MI,FT,Data Analyst,62000,0,US,L
2021,MI,FT,Data Scientist,73000,0,US,L
2021,MI,FT,Data Analyst,37456,50,GB,L
2021,MI,FT,Research Scientist,235000,100,CA,L
2021,SE,FT,Data Engineer,115000,100,US,S
2021,SE,FT,Data Engineer,150000,100,US,M
2021,EN,FT,Data Engineer,2250000,100,IN,L
2021,SE,FT,Machine Learning Engineer,80000,50,DE,L
2021,SE,FT,Director of Data Engineering,82500,100,GB,M
2021,SE,FT,Lead Data Engineer,75000,100,GB,S
2021,EN,PT,AI Scientist,12000,100,US,M
2021,MI,FT,Data Engineer,38400,100,NL,L
2021,EN,FT,Machine Learning Scientist,225000,100,US,L
2021,MI,FT,Data Scientist,50000,100,NG,L
2021,MI,FT,Data Science Engineer,34000,100,GR,M
2021,EN,FT,Data Analyst,90000,100,US,S
2021,MI,FT,Data Engineer,200000,100,US,L
2021,MI,FT,Big Data Engineer,60000,50,RO,M
2021,SE,FT,Principal Data Engineer,200000,100,US,M
2021,EN,FT,Data Analyst,50000,100,US,M
2021,EN,FT,Applied Data Scientist,80000,0,GB,L
2021,EN,PT,Data Analyst,8760,50,ES,M
2021,MI,FT,Principal Data Scientist,151000,100,US,L
2021,SE,FT,Machine Learning Scientist,120000,50,US,S
2021,MI,FT,Data Scientist,700000,0,IN,S
2021,EN,FT,Machine Learning Engineer,20000,100,IN,S
2021,SE,FT,Lead Data Scientist,3000000,50,IN,L
2021,EN,FT,Machine Learning Developer,100000,50,IQ,S
2021,EN,FT,Data Scientist,42000,50,FR,M
2021,MI,FT,Applied Machine Learning Scientist,38400,100,US,M
2021,SE,FT,Computer Vision Engineer,24000,100,BR,M
2021,EN,FT,Data Scientist,100000,0,US,S
2021,MI,FT,Data Analyst,90000,100,US,M
2021,MI,FT,ML Engineer,7000000,50,JP,S
2021,MI,FT,ML Engineer,8500000,50,JP,S
2021,SE,FT,Principal Data Scientist,220000,0,US,L
2021,EN,FT,Data Scientist,80000,100,US,M
2021,MI,FT,Data Analyst,135000,100,US,L
2021,SE,FT,Data Science Manager,240000,0,US,L
2021,SE,FT,Data Engineering Manager,150000,0,US,L
2021,MI,FT,Data Scientist,82500,100,US,S
2021,MI,FT,Data Engineer,100000,100,US,L
2021,SE,FT,Machine Learning Engineer,70000,50,BE,M
2021,MI,FT,Research Scientist,53000,50,FR,M
2021,MI,FT,Data Engineer,90000,100,US,L
2021,SE,FT,Data Engineering Manager,153000,100,US,L
2021,SE,FT,Cloud Data Engineer,160000,100,US,S
2021,SE,FT,Director of Data Science,168000,0,JP,S
2021,MI,FT,Data Scientist,150000,100,US,M
2021,MI,FT,Data Scientist,95000,100,CA,L
2021,EN,FT,Data Scientist,13400,100,UA,L
2021,SE,FT,Data Science Manager,144000,100,US,L
2021,SE,FT,Data Science Engineer,159500,50,CA,L
2021,MI,FT,Data Scientist,160000,100,IL,M
2021,MI,FT,Applied Machine Learning Scientist,423000,50,US,L
2021,SE,FT,Data Analytics Manager,120000,100,US,M
2021,EN,FT,Machine Learning Engineer,125000,100,US,S
2021,EX,FT,Head of Data,230000,50,RU,L
2021,EX,FT,Head of Data Science,85000,0,RU,M
2021,MI,FT,Data Engineer,24000,50,MT,L
2021,EN,FT,Data Science Consultant,54000,50,DE,L
2021,EX,FT,Director of Data Science,110000,50,DE,M
2021,SE,FT,Data Specialist,165000,100,US,L
2021,EN,FT,Data Engineer,80000,100,US,L
2021,EX,FT,Director of Data Science,250000,0,US,L
2021,EN,FT,BI Data Analyst,55000,50,US,S
2021,MI,FT,Data Architect,150000,100,US,L
2021,MI,FT,Data Architect,170000,100,US,L
2021,MI,FT,Data Engineer,60000,100,GB,L
2021,EN,FT,Data Analyst,60000,100,US,S
2021,SE,FT,Principal Data Scientist,235000,100,US,L
2021,SE,FT,Research Scientist,51400,50,PT,L
2021,SE,FT,Data Engineering Manager,174000,100,US,L
2021,MI,FT,Data Scientist,58000,0,MX,S
2021,MI,FT,Data Scientist,30400000,100,CL,L
2021,EN,FT,Machine Learning Engineer,81000,50,US,S
2021,MI,FT,Data Scientist,420000,100,US,S
2021,MI,FT,Big Data Engineer,1672000,0,IN,L
2021,MI,FT,Data Scientist,76760,50,DE,L
2021,MI,FT,Data Engineer,22000,0,US,L
2021,SE,FT,Finance Data Analyst,45000,50,GB,L
2021,MI,FL,Machine Learning Scientist,12000,50,PK,M
2021,MI,FT,Data Engineer,4000,100,IR,M
2021,SE,FT,Data Analytics Engineer,50000,100,GB,M
2021,EX,FT,Data Science Consultant,59000,100,ES,S
2021,SE,FT,Data Engineer,65000,50,GB,S
2021,MI,FT,Machine Learning Engineer,74000,50,JP,S
2021,SE,FT,Data Science Manager,152000,100,FR,L
2021,EN,FT,Machine Learning Engineer,21844,50,CO,M
2021,MI,FT,Big Data Engineer,18000,0,MD,S
2021,SE,FT,Data Science Manager,174000,100,US,L
2021,SE,FT,Research Scientist,120500,50,CA,L
2021,MI,FT,Data Scientist,147000,50,US,L
2021,EN,FT,BI Data Analyst,9272,100,KE,S
2021,SE,FT,Machine Learning Engineer,1799997,100,IN,L
2021,SE,FT,Data Science Manager,4000000,50,US,L
2021,EN,FT,Data Science Consultant,90000,100,US,S
2021,MI,FT,Data Scientist,52000,50,AT,M
2021,SE,FT,Machine Learning Infrastructure Engineer,195000,100,US,M
2021,MI,FT,Data Scientist,32000,100,ES,L
2021,SE,FT,Research Scientist,50000,100,US,S
2021,MI,FT,Data Scientist,160000,100,US,L
2021,MI,FT,Data Scientist,69600,0,BR,S
2021,SE,FT,Machine Learning Engineer,200000,100,US,L
2021,SE,FT,Data Engineer,165000,0,US,M
2021,MI,FL,Data Engineer,20000,0,US,L
2021,SE,FT,Data Analytics Manager,120000,0,US,L
2021,MI,FT,Machine Learning Engineer,21000,50,SI,L
2021,MI,FT,Research Scientist,48000,50,FR,S
2021,MI,FT,Data Engineer,48000,50,GB,S
2021,EN,FT,Big Data Engineer,435000,0,CH,L
2021,EN,FT,Machine Learning Engineer,21000,50,DE,M
2021,SE,FT,Principal Data Engineer,185000,100,US,L
2021,EN,PT,Computer Vision Engineer,180000,50,DK,S
2021,MI,FT,Data Scientist,76760,50,DE,L
2021,MI,FT,Machine Learning Engineer,75000,100,BE,M
2021,SE,FT,Data Analytics Manager,140000,100,US,L
2021,MI,FT,Machine Learning Engineer,180000,100,PL,L
2021,MI,FT,Data Scientist,85000,50,GB,L
2021,MI,FT,Data Scientist,2500000,0,IN,M
2021,MI,FT,Data Scientist,40900,50,GB,L
2021,SE,FT,Machine Learning Scientist,225000,100,CA,L
2021,EX,CT,Principal Data Scientist,416000,100,US,S
2021,SE,FT,Data Scientist,110000,100,CA,S
2021,MI,FT,Data Scientist,75000,50,DE,L
2021,SE,FT,Data Scientist,135000,0,US,L
2021,SE,FT,Data Analyst,90000,100,CA,M
2021,EN,FT,Big Data Engineer,1200000,100,IN,L
2021,SE,FT,ML Engineer,256000,100,US,S
2021,SE,FT,Director of Data Engineering,200000,100,US,L
2021,SE,FT,Data Analyst,200000,100,US,L
2021,MI,FT,Data Architect,180000,100,US,L
2021,MI,FT,Head of Data Science,110000,0,US,S
2021,MI,FT,Research Scientist,80000,100,CA,M
2021,MI,FT,Data Scientist,39600,100,ES,M
2021,EN,FT,Data Scientist,4000,0,VN,M
2021,EN,FT,Data Engineer,1600000,50,IN,M
2021,SE,FT,Data Scientist,130000,100,CA,L
2021,MI,FT,Data Analyst,80000,100,US,L
2021,MI,FT,Data Engineer,110000,100,US,L
2021,SE,FT,Data Scientist,165000,100,US,L
2021,EN,FT,AI Scientist,1335000,100,AS,S
2021,MI,FT,Data Engineer,52500,50,GB,L
2021,EN,FT,Data Scientist,31000,50,FR,L
2021,MI,FT,Data Engineer,108000,0,TR,M
2021,SE,FT,Data Engineer,70000,50,GB,L
2021,SE,FT,Principal Data Analyst,170000,100,US,M
2021,MI,FT,Data Scientist,115000,50,US,L
2021,EN,FT,Data Scientist,90000,100,US,S
2021,EX,FT,Principal Data Engineer,600000,100,US,L
2021,EN,FT,Data Scientist,2100000,100,IN,M
2021,MI,FT,Data Analyst,93000,100,US,L
2021,SE,FT,Big Data Architect,125000,50,CA,M
2021,MI,FT,Data Engineer,200000,100,US,L
2021,SE,FT,Principal Data Scientist,147000,100,DE,M
2021,SE,FT,Machine Learning Engineer,185000,50,US,L
2021,EX,FT,Director of Data Science,120000,0,DE,L
2021,MI,FT,Data Scientist,130000,50,US,L
2021,SE,FT,Data Analyst,54000,50,DE,L
2021,MI,FT,Data Scientist,1250000,100,IN,S
2021,SE,FT,Machine Learning Engineer,4900000,0,IN,L
2021,MI,FT,Data Scientist,21600,100,DE,S
2021,SE,FT,Lead Data Engineer,160000,50,US,S
2021,MI,FT,Data Engineer,93150,0,US,M
2021,MI,FT,Data Engineer,111775,0,US,M
2021,MI,FT,Data Engineer,250000,100,TR,M
2021,EN,FT,Data Engineer,55000,50,DE,M
2021,EN,FT,Data Engineer,72500,100,US,L
2021,SE,FT,Computer Vision Engineer,102000,0,BR,M
2021,EN,FT,Data Science Consultant,65000,0,DE,L
2021,EN,FT,Machine Learning Engineer,85000,100,DE,S
2021,SE,FT,Data Scientist,65720,50,FR,M
2021,EN,FT,Data Scientist,100000,100,US,M
2021,EN,FT,Data Scientist,58000,50,US,L
2021,SE,FT,AI Scientist,55000,100,ES,L
2021,SE,FT,Data Scientist,180000,50,TR,L
2021,EN,FT,Business Data Analyst,50000,100,LU,L
2021,MI,FT,Data Engineer,112000,100,US,L
2021,EN,FT,Research Scientist,100000,0,CN,L
2021,MI,PT,Data Engineer,59000,100,NL,L
2021,SE,CT,Staff Data Scientist,105000,100,US,M
2021,MI,FT,Research Scientist,69999,50,CZ,L
2021,SE,FT,Data Science Manager,7000000,50,IN,L
2021,SE,FT,Head of Data,87000,100,SI,L
2021,MI,FT,Data Scientist,109000,50,US,L
2021,MI,FT,Machine Learning Engineer,43200,50,IT,L
2022,SE,FT,Data Engineer,135000,100,US,M
2022,SE,FT,Data Analyst,155000,100,US,M
2022,SE,FT,Data Analyst,120600,100,US,M
2022,MI,FT,Data Scientist,130000,0,US,M
2022,MI,FT,Data Scientist,90000,0,US,M
2022,MI,FT,Data Engineer,170000,100,US,M
2022,MI,FT,Data Engineer,150000,100,US,M
2022,SE,FT,Data Analyst,102100,100,US,M
2022,SE,FT,Data Analyst,84900,100,US,M
2022,SE,FT,Data Scientist,136620,100,US,M
2022,SE,FT,Data Scientist,99360,100,US,M
2022,SE,FT,Data Scientist,90000,0,GB,M
2022,SE,FT,Data Scientist,80000,0,GB,M
2022,SE,FT,Data Scientist,146000,100,US,M
2022,SE,FT,Data Scientist,123000,100,US,M
2022,EN,FT,Data Engineer,40000,100,GB,M
2022,SE,FT,Data Analyst,99000,0,US,M
2022,SE,FT,Data Analyst,116000,0,US,M
2022,MI,FT,Data Analyst,106260,0,US,M
2022,MI,FT,Data Analyst,126500,0,US,M
2022,EX,FT,Data Engineer,242000,100,US,M
2022,EX,FT,Data Engineer,200000,100,US,M
2022,MI,FT,Data Scientist,50000,0,GB,M
2022,MI,FT,Data Scientist,30000,0,GB,M
2022,MI,FT,Data Engineer,60000,0,GB,M
2022,MI,FT,Data Engineer,40000,0,GB,M
2022,SE,FT,Data Scientist,165220,100,US,M
2022,EN,FT,Data Engineer,35000,100,GB,M
2022,SE,FT,Data Scientist,120160,100,US,M
2022,SE,FT,Data Analyst,90320,100,US,M
2022,SE,FT,Data Engineer,181940,0,US,M
2022,SE,FT,Data Engineer,132320,0,US,M
2022,SE,FT,Data Engineer,220110,0,US,M
2022,SE,FT,Data Engineer,160080,0,US,M
2022,SE,FT,Data Scientist,180000,0,US,L
2022,SE,FT,Data Scientist,120000,0,US,L
2022,SE,FT,Data Analyst,124190,100,US,M
2022,EX,FT,Data Analyst,130000,100,US,M
2022,EX,FT,Data Analyst,110000,100,US,M
2022,SE,FT,Data Analyst,170000,100,US,M
2022,MI,FT,Data Analyst,115500,100,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,90320,100,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,90320,100,US,M
2022,SE,FT,Data Engineer,165400,100,US,M
2022,SE,FT,Data Engineer,132320,100,US,M
2022,MI,FT,Data Analyst,167000,100,US,M
2022,SE,FT,Data Engineer,243900,100,US,M
2022,SE,FT,Data Analyst,136600,100,US,M
2022,SE,FT,Data Analyst,109280,100,US,M
2022,SE,FT,Data Engineer,128875,100,US,M
2022,SE,FT,Data Engineer,93700,100,US,M
2022,EX,FT,Head of Data Science,224000,100,US,M
2022,EX,FT,Head of Data Science,167875,100,US,M
2022,EX,FT,Analytics Engineer,175000,100,US,M
2022,SE,FT,Data Engineer,156600,100,US,M
2022,SE,FT,Data Engineer,108800,0,US,M
2022,SE,FT,Data Scientist,95550,0,US,M
2022,SE,FT,Data Engineer,113000,0,US,L
2022,SE,FT,Data Analyst,135000,100,US,M
2022,SE,FT,Data Science Manager,161342,100,US,M
2022,SE,FT,Data Science Manager,137141,100,US,M
2022,SE,FT,Data Scientist,167000,100,US,M
2022,SE,FT,Data Scientist,123000,100,US,M
2022,SE,FT,Data Engineer,60000,0,GB,M
2022,SE,FT,Data Engineer,50000,0,GB,M
2022,SE,FT,Data Scientist,150000,0,US,M
2022,SE,FT,Data Scientist,211500,100,US,M
2022,SE,FT,Data Architect,192400,100,CA,M
2022,SE,FT,Data Architect,90700,100,CA,M
2022,SE,FT,Data Analyst,130000,100,CA,M
2022,SE,FT,Data Analyst,61300,100,CA,M
2022,SE,FT,Data Analyst,130000,100,CA,M
2022,SE,FT,Data Analyst,61300,100,CA,M
2022,SE,FT,Data Engineer,160000,0,US,L
2022,SE,FT,Data Scientist,138600,100,US,M
2022,SE,FT,Data Engineer,136000,0,US,M
2022,MI,FT,Data Analyst,58000,0,US,S
2022,EX,FT,Analytics Engineer,135000,100,US,M
2022,SE,FT,Data Scientist,170000,100,US,M
2022,SE,FT,Data Scientist,123000,100,US,M
2022,SE,FT,Machine Learning Engineer,189650,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,0,US,M
2022,MI,FT,ETL Developer,50000,0,GR,M
2022,MI,FT,ETL Developer,50000,0,GR,M
2022,EX,FT,Lead Data Engineer,150000,100,CA,S
2022,SE,FT,Data Analyst,132000,0,US,M
2022,SE,FT,Data Engineer,165400,100,US,M
2022,SE,FT,Data Architect,208775,100,US,M
2022,SE,FT,Data Architect,147800,100,US,M
2022,SE,FT,Data Engineer,136994,100,US,M
2022,SE,FT,Data Engineer,101570,100,US,M
2022,SE,FT,Data Analyst,128875,100,US,M
2022,SE,FT,Data Analyst,93700,100,US,M
2022,EX,FT,Head of Machine Learning,6000000,50,IN,L
2022,SE,FT,Data Engineer,132320,100,US,M
2022,EN,FT,Machine Learning Engineer,28500,100,GB,L
2022,SE,FT,Data Analyst,164000,0,US,M
2022,SE,FT,Data Engineer,155000,100,US,M
2022,MI,FT,Machine Learning Engineer,95000,0,GB,M
2022,MI,FT,Machine Learning Engineer,75000,0,GB,M
2022,MI,FT,AI Scientist,120000,0,US,M
2022,SE,FT,Data Analyst,112900,100,US,M
2022,SE,FT,Data Analyst,90320,100,US,M
2022,SE,FT,Data Analytics Manager,145000,100,US,M
2022,SE,FT,Data Analytics Manager,105400,100,US,M
2022,MI,FT,Machine Learning Engineer,80000,100,DE,M
2022,MI,FT,Data Engineer,90000,0,GB,M
2022,SE,FT,Data Scientist,215300,100,US,L
2022,SE,FT,Data Scientist,158200,100,US,L
2022,SE,FT,Data Engineer,209100,100,US,L
2022,SE,FT,Data Engineer,154600,100,US,L
2022,SE,FT,Data Analyst,115934,0,US,M
2022,SE,FT,Data Analyst,81666,0,US,M
2022,SE,FT,Data Engineer,175000,100,US,M
2022,MI,FT,Data Engineer,75000,0,GB,M
2022,MI,FT,Data Analyst,58000,0,US,S
2022,SE,FT,Data Engineer,183600,100,US,L
2022,MI,FT,Data Analyst,40000,100,GB,M
2022,SE,FT,Data Scientist,180000,100,US,M
2022,MI,FT,Data Scientist,55000,0,GB,M
2022,MI,FT,Data Scientist,35000,0,GB,M
2022,MI,FT,Data Engineer,60000,100,GR,M
2022,MI,FT,Data Engineer,45000,100,GR,M
2022,MI,FT,Data Engineer,60000,100,GB,M
2022,MI,FT,Data Engineer,45000,100,GB,M
2022,SE,FT,Data Scientist,260000,100,US,M
2022,SE,FT,Data Science Engineer,60000,100,MX,L
2022,MI,FT,Data Engineer,63900,0,US,M
2022,MI,FT,Machine Learning Scientist,160000,100,US,L
2022,MI,FT,Machine Learning Scientist,112300,100,US,L
2022,MI,FT,Data Science Manager,241000,100,US,M
2022,MI,FT,Data Science Manager,159000,100,US,M
2022,SE,FT,Data Scientist,180000,0,US,M
2022,SE,FT,Data Scientist,80000,0,US,M
2022,MI,FT,Data Engineer,82900,0,US,M
2022,SE,FT,Data Engineer,100800,100,US,L
2022,MI,FT,Data Engineer,45000,100,ES,M
2022,SE,FT,Data Scientist,140400,0,US,L
2022,MI,FT,Data Analyst,30000,100,GB,M
2022,MI,FT,Data Analyst,40000,100,ES,M
2022,MI,FT,Data Analyst,30000,100,ES,M
2022,MI,FT,Data Engineer,80000,100,ES,M
2022,MI,FT,Data Engineer,70000,100,ES,M
2022,MI,FT,Data Engineer,80000,100,GB,M
2022,MI,FT,Data Engineer,70000,100,GB,M
2022,MI,FT,Data Engineer,60000,100,ES,M
2022,MI,FT,Data Engineer,80000,100,GR,M
2022,SE,FT,Machine Learning Engineer,189650,0,US,M
2022,SE,FT,Machine Learning Engineer,164996,0,US,M
2022,MI,FT,Data Analyst,40000,100,GR,M
2022,MI,FT,Data Analyst,30000,100,GR,M
2022,MI,FT,Data Engineer,75000,100,GB,M
2022,MI,FT,Data Engineer,60000,100,GB,M
2022,SE,FT,Data Scientist,215300,0,US,L
2022,MI,FT,Data Engineer,70000,100,GR,M
2022,SE,FT,Data Engineer,209100,100,US,L
2022,SE,FT,Data Engineer,154600,100,US,L
2022,SE,FT,Data Engineer,180000,100,US,M
2022,EN,FT,ML Engineer,20000,100,PT,L
2022,SE,FT,Data Engineer,80000,100,US,M
2022,MI,FT,Machine Learning Developer,100000,100,CA,M
2022,EX,FT,Director of Data Science,250000,50,CA,L
2022,MI,FT,Machine Learning Engineer,120000,100,US,S
2022,EN,FT,Computer Vision Engineer,125000,0,US,M
2022,MI,FT,NLP Engineer,240000,50,US,L
2022,SE,FT,Data Engineer,105000,100,US,M
2022,SE,FT,Lead Machine Learning Engineer,80000,0,DE,M
2022,MI,FT,Business Data Analyst,1400000,100,IN,M
2022,MI,FT,Data Scientist,2400000,100,IN,L
2022,MI,FT,Machine Learning Infrastructure Engineer,53000,50,PT,L
2022,EN,FT,Financial Data Analyst,100000,50,US,L
2022,MI,PT,Data Engineer,50000,50,DE,L
2022,EN,FT,Data Scientist,1400000,100,IN,M
2022,SE,FT,Principal Data Scientist,148000,100,DE,M
2022,EN,FT,Data Engineer,120000,100,US,M
2022,SE,FT,Research Scientist,144000,50,US,L
2022,SE,FT,Data Scientist,104890,100,US,M
2022,SE,FT,Data Engineer,100000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,MI,FT,Data Analyst,135000,100,US,M
2022,MI,FT,Data Analyst,50000,100,US,M
2022,SE,FT,Data Scientist,220000,100,US,M
2022,SE,FT,Data Scientist,140000,100,US,M
2022,MI,FT,Data Scientist,140000,0,GB,M
2022,MI,FT,Data Scientist,70000,0,GB,M
2022,SE,FT,Data Scientist,185100,100,US,M
2022,SE,FT,Machine Learning Engineer,220000,100,US,M
2022,MI,FT,Data Scientist,200000,100,US,M
2022,MI,FT,Data Scientist,120000,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,100,AE,S
2022,SE,FT,Machine Learning Engineer,65000,100,AE,S
2022,EX,FT,Data Engineer,324000,100,US,M
2022,EX,FT,Data Engineer,216000,100,US,M
2022,SE,FT,Data Engineer,210000,100,US,M
2022,SE,FT,Machine Learning Engineer,120000,100,US,M
2022,SE,FT,Data Scientist,230000,100,US,M
2022,EN,PT,Data Scientist,100000,50,DZ,M
2022,MI,FL,Data Scientist,100000,100,US,M
2022,EN,CT,Applied Machine Learning Scientist,29000,100,CZ,M
2022,SE,FT,Head of Data,200000,100,US,M
2022,MI,FT,Principal Data Analyst,75000,100,CA,S
2022,MI,FT,Data Scientist,150000,100,PL,L
2022,SE,FT,Machine Learning Developer,100000,100,CA,M
2022,SE,FT,Data Scientist,100000,100,US,M
2022,MI,FT,Machine Learning Scientist,153000,50,US,M
2022,EN,FT,Data Engineer,52800,100,DE,M
2022,SE,FT,Data Scientist,165000,100,US,M
2022,SE,FT,Research Scientist,85000,50,FR,L
2022,EN,FT,Data Scientist,66500,100,CA,L
2022,SE,FT,Machine Learning Engineer,57000,100,NL,L
2022,MI,FT,Head of Data,30000,100,EE,S
2022,EN,FT,Data Scientist,40000,100,MY,L
2022,MI,FT,Machine Learning Engineer,121000,100,AU,L
2022,SE,FT,Data Engineer,115000,100,US,M
2022,EN,FT,Data Scientist,120000,50,AU,M
2022,MI,FT,Applied Machine Learning Scientist,75000,100,US,L
2022,MI,FT,Research Scientist,59000,0,AT,L
2022,EN,FT,Research Scientist,120000,100,US,L
2022,MI,FT,Applied Data Scientist,157000,100,US,L
2022,EN,FT,Computer Vision Software Engineer,150000,100,AU,S
2022,MI,FT,Business Data Analyst,90000,50,CA,L
2022,EN,FT,Data Engineer,65000,100,US,S
2022,SE,FT,Machine Learning Engineer,65000,100,IE,S
2022,EN,FT,Data Analytics Engineer,20000,0,PK,M
2022,MI,FT,Data Scientist,48000,100,US,S
2022,SE,FT,Data Science Manager,152500,100,US,M
2022,MI,FT,Data Engineer,62000,100,FR,M
2022,MI,FT,Data Scientist,115000,0,CH,L
2022,SE,FT,Applied Data Scientist,380000,100,US,L
2022,MI,FT,Data Scientist,88000,100,CA,M
2022,EN,FT,Computer Vision Engineer,10000,100,LU,M
2022,MI,FT,Data Analyst,20000,100,GR,S
